 table_schema |          table_name          
--------------+------------------------------
 cron         | job
 cron         | job_run_details
 extensions   | pg_stat_statements
 extensions   | pg_stat_statements_info
 net          | _http_response
 net          | http_request_queue
 public       | coop_balances
 public       | coop_ledger
 public       | emails_sortants
 public       | exploitation_labels
 public       | facture_lignes
 public       | facture_sequences_producteur
 public       | factures
 public       | legal_documents
 public       | legal_entities
 public       | legal_entities_public
 public       | lot_inputs
 public       | lot_labels
 public       | lot_price_breakdown
 public       | lot_reservations
 public       | lot_trace_steps
 public       | lots
 public       | notifications
 public       | order_items
 public       | order_participants
 public       | order_pickup_slots
 public       | order_products
 public       | order_status_history
 public       | orders
 public       | payments
 public       | pending_documents_view
 public       | platform_fee_costs
 public       | platform_settings
 public       | product_images
 public       | product_ingredients
 public       | product_journey_steps
 public       | product_labels
 public       | product_questions
 public       | product_reviews
 public       | products
 public       | profiles
 public       | v_products_listing
(42 lignes)

 table_schema |          table_name          | ordinal_position |             column_name             |        data_type         | is_nullable 
 public       | orders                       |               47 | delivery_lng                        | double precision         | YES
 public       | orders                       |               48 | pickup_lat                          | double precision         | YES
 public       | orders                       |               49 | pickup_lng                          | double precision         | YES
 public       | orders                       |               50 | shipped_at                          | timestamp with time zone | YES
 public       | orders                       |               51 | received_at                         | timestamp with time zone | YES
 public       | orders                       |               52 | distributed_at                      | timestamp with time zone | YES
 public       | orders                       |               53 | archived_at                         | timestamp with time zone | YES
 public       | orders                       |               54 | delivery_phone                      | text                     | YES
 public       | orders                       |               55 | delivery_email                      | text                     | YES
 public       | payments                     |                1 | id                                  | uuid                     | NO
 public       | payments                     |                2 | order_id                            | uuid                     | NO
 public       | payments                     |                3 | participant_id                      | uuid                     | NO
 public       | payments                     |                4 | provider                            | text                     | NO
 public       | payments                     |                5 | provider_payment_id                 | text                     | YES
 public       | payments                     |                6 | idempotency_key                     | text                     | YES
 public       | payments                     |                7 | status                              | text                     | NO
 public       | payments                     |                8 | amount_cents                        | integer                  | NO
 public       | payments                     |                9 | fee_cents                           | integer                  | NO
 public       | payments                     |               10 | refunded_amount_cents               | integer                  | NO
 public       | payments                     |               11 | currency                            | text                     | NO
 public       | payments                     |               12 | paid_at                             | timestamp with time zone | YES
 public       | payments                     |               13 | failure_code                        | text                     | YES
 public       | payments                     |               14 | failure_message                     | text                     | YES
 public       | payments                     |               15 | raw                                 | jsonb                    | NO
 public       | payments                     |               16 | created_at                          | timestamp with time zone | NO
 public       | payments                     |               17 | updated_at                          | timestamp with time zone | NO
 public       | payments                     |               18 | fee_vat_cents                       | integer                  | NO
 public       | pending_documents_view       |                1 | profile_id                          | uuid                     | YES
 public       | pending_documents_view       |                2 | handle                              | text                     | YES
 public       | pending_documents_view       |                3 | legal_name                          | text                     | YES
 public       | pending_documents_view       |                4 | doc_type                            | text                     | YES
 public       | pending_documents_view       |                5 | submitted_at                        | timestamp with time zone | YES
 public       | pending_documents_view       |                6 | signed_pdf_path                     | text                     | YES
 public       | pending_documents_view       |                7 | status                              | text                     | YES
 public       | platform_fee_costs           |                1 | id                                  | uuid                     | NO
 public       | platform_fee_costs           |                2 | code                                | text                     | NO
 public       | platform_fee_costs           |                3 | label                               | text                     | NO
 public       | platform_fee_costs           |                4 | percent_of_platform_fee             | numeric                  | YES
 public       | platform_fee_costs           |                5 | sort_order                          | integer                  | NO
 public       | platform_fee_costs           |                6 | is_active                           | boolean                  | NO
 public       | platform_fee_costs           |                7 | created_at                          | timestamp with time zone | NO
 public       | platform_settings            |                1 | key                                 | text                     | NO
 public       | platform_settings            |                2 | value_numeric                       | numeric                  | YES
 public       | platform_settings            |                3 | updated_at                          | timestamp with time zone | NO
 public       | product_images               |                1 | id                                  | uuid                     | NO
 public       | product_images               |                2 | product_id                          | uuid                     | NO
 public       | product_images               |                3 | path                                | text                     | NO
 public       | product_images               |                4 | alt                                 | text                     | YES
 public       | product_images               |                5 | sort_order                          | integer                  | NO
 public       | product_images               |                6 | is_primary                          | boolean                  | NO
 public       | product_images               |                7 | created_at                          | timestamp with time zone | NO
 public       | product_ingredients          |                1 | id                                  | uuid                     | NO
 public       | product_ingredients          |                2 | product_id                          | uuid                     | NO
 public       | product_ingredients          |                3 | name                                | text                     | NO
 public       | product_ingredients          |                4 | description                         | text                     | YES
 public       | product_ingredients          |                5 | is_allergen                         | boolean                  | NO
 public       | product_ingredients          |                6 | allergen_type                       | text                     | YES
 public       | product_ingredients          |                7 | linked_product_url                  | text                     | YES
 public       | product_ingredients          |                8 | created_at                          | timestamp with time zone | NO
 public       | product_journey_steps        |                1 | id                                  | uuid                     | NO
 public       | product_journey_steps        |                2 | product_id                          | uuid                     | NO
 public       | product_journey_steps        |                3 | step_label                          | text                     | NO
 public       | product_journey_steps        |                4 | description                         | text                     | YES
 public       | product_journey_steps        |                5 | location                            | text                     | YES
 public       | product_journey_steps        |                6 | sort_order                          | integer                  | NO
 public       | product_journey_steps        |                7 | created_at                          | timestamp with time zone | NO
 public       | product_journey_steps        |                8 | evidence_path                       | text                     | YES
 public       | product_journey_steps        |                9 | evidence_label                      | text                     | YES
 public       | product_journey_steps        |               10 | location_address                    | text                     | YES
 public       | product_journey_steps        |               11 | location_details                    | text                     | YES
 public       | product_journey_steps        |               12 | location_postcode                   | text                     | YES
 public       | product_journey_steps        |               13 | location_city                       | text                     | YES
 public       | product_journey_steps        |               14 | location_lat                        | double precision         | YES
 public       | product_journey_steps        |               15 | location_lng                        | double precision         | YES
 public       | product_journey_steps        |               16 | location_country                    | text                     | YES
 public       | product_labels               |                1 | id                                  | uuid                     | NO
 public       | product_labels               |                2 | product_id                          | uuid                     | NO
 public       | product_labels               |                3 | label                               | text                     | NO
 public       | product_labels               |                4 | description                         | text                     | YES
 public       | product_labels               |                5 | label_type                          | text                     | YES
 public       | product_labels               |                6 | created_at                          | timestamp with time zone | NO
 public       | product_questions            |                1 | id                                  | uuid                     | NO
 public       | product_questions            |                2 | product_id                          | uuid                     | NO
 public       | product_questions            |                3 | question                            | text                     | NO
 public       | product_questions            |                4 | answer                              | text                     | YES
 public       | product_questions            |                5 | asked_at                            | timestamp with time zone | NO
 public       | product_questions            |                6 | answered_at                         | timestamp with time zone | YES
 public       | product_reviews              |                1 | id                                  | uuid                     | NO
 public       | product_reviews              |                2 | product_id                          | uuid                     | NO
 public       | product_reviews              |                3 | author_name                         | text                     | YES
 public       | product_reviews              |                4 | rating                              | integer                  | NO
 public       | product_reviews              |                5 | comment                             | text                     | YES
 public       | product_reviews              |                6 | created_at                          | timestamp with time zone | NO
 public       | products                     |                1 | id                                  | uuid                     | NO
 public       | products                     |                2 | product_code                        | text                     | NO
 public       | products                     |                3 | slug                                | text                     | NO
 public       | products                     |                4 | name                                | text                     | NO
 public       | products                     |                5 | sale_unit                           | USER-DEFINED             | NO
 public       | products                     |                6 | packaging                           | text                     | NO
 public       | products                     |                7 | unit_weight_kg                      | numeric                  | YES
 public       | products                     |                8 | description                         | text                     | YES
 public       | products                     |                9 | category                            | text                     | NO
 public       | products                     |               10 | conservation_method                 | text                     | YES
 public       | products                     |               11 | conservation_detail                 | text                     | YES
 public       | products                     |               12 | conservation_after_opening          | text                     | YES
 public       | products                     |               13 | default_price_cents                 | integer                  | YES
 public       | products                     |               14 | producer_profile_id                 | uuid                     | YES
 public       | products                     |               15 | producer_name                       | text                     | YES
 public       | products                     |               16 | producer_location                   | text                     | YES
 public       | products                     |               17 | is_active                           | boolean                  | NO
 public       | products                     |               18 | created_at                          | timestamp with time zone | NO
 public       | products                     |               19 | updated_at                          | timestamp with time zone | NO
 public       | products                     |               20 | platform_fee_percent                | numeric                  | YES
 public       | products                     |               21 | vat_rate                            | numeric                  | NO
 public       | profiles                     |                1 | id                                  | uuid                     | NO
 public       | profiles                     |                2 | handle                              | text                     | NO
 public       | profiles                     |                3 | name                                | text                     | YES
 public       | profiles                     |                4 | role                                | text                     | YES
 public       | profiles                     |                5 | profile_visibility                  | text                     | YES
 public       | profiles                     |                6 | address_visibility                  | text                     | YES
 public       | profiles                     |                7 | tagline                             | text                     | YES
 public       | profiles                     |                8 | website                             | text                     | YES
 public       | profiles                     |                9 | address                             | text                     | YES
 public       | profiles                     |               10 | producer_id                         | text                     | YES
 public       | profiles                     |               11 | verified                            | boolean                  | YES
 public       | profiles                     |               12 | created_at                          | timestamp with time zone | YES
 public       | profiles                     |               13 | updated_at                          | timestamp with time zone | YES
 public       | profiles                     |               14 | phone                               | text                     | YES
 public       | profiles                     |               15 | city                                | text                     | YES
 public       | profiles                     |               16 | postcode                            | text                     | YES
 public       | profiles                     |               17 | account_type                        | text                     | NO
 public       | profiles                     |               18 | social_links                        | jsonb                    | YES
 public       | profiles                     |               19 | fresh_products_certified            | boolean                  | NO
 public       | profiles                     |               20 | phone_public                        | text                     | YES
 public       | profiles                     |               21 | contact_email_public                | text                     | YES
 public       | profiles                     |               22 | offers_on_site_pickup               | boolean                  | NO
 public       | profiles                     |               23 | opening_hours                       | jsonb                    | YES
 public       | profiles                     |               24 | address_details                     | text                     | YES
 public       | profiles                     |               25 | avatar_path                         | text                     | YES
 public       | profiles                     |               26 | avatar_updated_at                   | timestamp with time zone | YES
 public       | profiles                     |               27 | address_lat                         | double precision         | YES
 public       | profiles                     |               28 | address_lng                         | double precision         | YES
 public       | v_products_listing           |                1 | product_id                          | uuid                     | YES
 public       | v_products_listing           |                2 | product_code                        | text                     | YES
 public       | v_products_listing           |                3 | slug                                | text                     | YES
 public       | v_products_listing           |                4 | name                                | text                     | YES
 public       | v_products_listing           |                5 | category                            | text                     | YES
 public       | v_products_listing           |                6 | sale_unit                           | USER-DEFINED             | YES
 public       | v_products_listing           |                7 | packaging                           | text                     | YES
 public       | v_products_listing           |                8 | unit_weight_kg                      | numeric                  | YES
 public       | v_products_listing           |                9 | description                         | text                     | YES
 public       | v_products_listing           |               10 | default_price_cents                 | integer                  | YES
 public       | v_products_listing           |               11 | producer_profile_id                 | uuid                     | YES
 public       | v_products_listing           |               12 | producer_name                       | text                     | YES
 public       | v_products_listing           |               13 | producer_location                   | text                     | YES
 public       | v_products_listing           |               14 | primary_image_path                  | text                     | YES
 public       | v_products_listing           |               15 | active_lot_code                     | text                     | YES
 public       | v_products_listing           |               16 | active_lot_price_cents              | integer                  | YES
 public       | v_products_listing           |               17 | active_lot_stock_units              | integer                  | YES
 public       | v_products_listing           |               18 | active_lot_stock_kg                 | numeric                  | YES
 public       | v_products_listing           |               19 | display_price_cents                 | integer                  | YES
(563 lignes)

     schema     |                  function_name                   |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           args                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
----------------+--------------------------------------------------+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 auth           | email                                            | 
 auth           | jwt                                              | 
 auth           | role                                             | 
 auth           | uid                                              | 
 cron           | alter_job                                        | job_id bigint, schedule text, command text, database text, username text, active boolean
 cron           | job_cache_invalidate                             | 
 cron           | schedule                                         | schedule text, command text
 cron           | schedule                                         | job_name text, schedule text, command text
 cron           | schedule_in_database                             | job_name text, schedule text, command text, database text, username text, active boolean
 cron           | unschedule                                       | job_name text
 cron           | unschedule                                       | job_id bigint
 extensions     | armor                                            | bytea, text[], text[]
 extensions     | armor                                            | bytea
 extensions     | crypt                                            | text, text
 extensions     | dearmor                                          | text
 extensions     | decrypt                                          | bytea, bytea, text
 extensions     | decrypt_iv                                       | bytea, bytea, bytea, text
 extensions     | digest                                           | bytea, text
 extensions     | digest                                           | text, text
 extensions     | encrypt                                          | bytea, bytea, text
 extensions     | encrypt_iv                                       | bytea, bytea, bytea, text
 extensions     | gen_random_bytes                                 | integer
 extensions     | gen_random_uuid                                  | 
 extensions     | gen_salt                                         | text
 extensions     | gen_salt                                         | text, integer
 extensions     | grant_pg_cron_access                             | 
 extensions     | grant_pg_graphql_access                          | 
 extensions     | grant_pg_net_access                              | 
 extensions     | hmac                                             | text, text, text
 extensions     | hmac                                             | bytea, bytea, text
 extensions     | pg_stat_statements                               | showtext boolean, OUT userid oid, OUT dbid oid, OUT toplevel boolean, OUT queryid bigint, OUT query text, OUT plans bigint, OUT total_plan_time double precision, OUT min_plan_time double precision, OUT max_plan_time double precision, OUT mean_plan_time double precision, OUT stddev_plan_time double precision, OUT calls bigint, OUT total_exec_time double precision, OUT min_exec_time double precision, OUT max_exec_time double precision, OUT mean_exec_time double precision, OUT stddev_exec_time double precision, OUT rows bigint, OUT shared_blks_hit bigint, OUT shared_blks_read bigint, OUT shared_blks_dirtied bigint, OUT shared_blks_written bigint, OUT local_blks_hit bigint, OUT local_blks_read bigint, OUT local_blks_dirtied bigint, OUT local_blks_written bigint, OUT temp_blks_read bigint, OUT temp_blks_written bigint, OUT shared_blk_read_time double precision, OUT shared_blk_write_time double precision, OUT local_blk_read_time double precision, OUT local_blk_write_time double precision, OUT temp_blk_read_time double precision, OUT temp_blk_write_time double precision, OUT wal_records bigint, OUT wal_fpi bigint, OUT wal_bytes numeric, OUT jit_functions bigint, OUT jit_generation_time double precision, OUT jit_inlining_count bigint, OUT jit_inlining_time double precision, OUT jit_optimization_count bigint, OUT jit_optimization_time double precision, OUT jit_emission_count bigint, OUT jit_emission_time double precision, OUT jit_deform_count bigint, OUT jit_deform_time double precision, OUT stats_since timestamp with time zone, OUT minmax_stats_since timestamp with time zone
 extensions     | pg_stat_statements_info                          | OUT dealloc bigint, OUT stats_reset timestamp with time zone
 extensions     | pg_stat_statements_reset                         | userid oid, dbid oid, queryid bigint, minmax_only boolean
 extensions     | pgp_armor_headers                                | text, OUT key text, OUT value text
 extensions     | pgp_key_id                                       | bytea
 extensions     | pgp_pub_decrypt                                  | bytea, bytea, text, text
 extensions     | pgp_pub_decrypt                                  | bytea, bytea, text
 extensions     | pgp_pub_decrypt                                  | bytea, bytea
 extensions     | pgp_pub_decrypt_bytea                            | bytea, bytea, text, text
 extensions     | pgp_pub_decrypt_bytea                            | bytea, bytea
 extensions     | pgp_pub_decrypt_bytea                            | bytea, bytea, text
 extensions     | pgp_pub_encrypt                                  | text, bytea
 extensions     | pgp_pub_encrypt                                  | text, bytea, text
 extensions     | pgp_pub_encrypt_bytea                            | bytea, bytea, text
 extensions     | pgp_pub_encrypt_bytea                            | bytea, bytea
 extensions     | pgp_sym_decrypt                                  | bytea, text, text
 extensions     | pgp_sym_decrypt                                  | bytea, text
 extensions     | pgp_sym_decrypt_bytea                            | bytea, text
 extensions     | pgp_sym_decrypt_bytea                            | bytea, text, text
 extensions     | pgp_sym_encrypt                                  | text, text
 extensions     | pgp_sym_encrypt                                  | text, text, text
 extensions     | pgp_sym_encrypt_bytea                            | bytea, text
 extensions     | pgp_sym_encrypt_bytea                            | bytea, text, text
 extensions     | pgrst_ddl_watch                                  | 
 extensions     | pgrst_drop_watch                                 | 
 extensions     | set_graphql_placeholder                          | 
 extensions     | uuid_generate_v1                                 | 
 extensions     | uuid_generate_v1mc                               | 
 extensions     | uuid_generate_v3                                 | namespace uuid, name text
 extensions     | uuid_generate_v4                                 | 
 extensions     | uuid_generate_v5                                 | namespace uuid, name text
 extensions     | uuid_nil                                         | 
 extensions     | uuid_ns_dns                                      | 
 extensions     | uuid_ns_oid                                      | 
 extensions     | uuid_ns_url                                      | 
 extensions     | uuid_ns_x500                                     | 
 graphql        | _internal_resolve                                | query text, variables jsonb, "operationName" text, extensions jsonb
 graphql        | comment_directive                                | comment_ text
 graphql        | exception                                        | message text
 graphql        | get_schema_version                               | 
 graphql        | increment_schema_version                         | 
 graphql        | resolve                                          | query text, variables jsonb, "operationName" text, extensions jsonb
 graphql_public | graphql                                          | "operationName" text, query text, variables jsonb, extensions jsonb
 net            | _await_response                                  | request_id bigint
 net            | _encode_url_with_params_array                    | url text, params_array text[]
 net            | _http_collect_response                           | request_id bigint, async boolean
 net            | _urlencode_string                                | string character varying
 net            | check_worker_is_up                               | 
 net            | http_collect_response                            | request_id bigint, async boolean
 net            | http_delete                                      | url text, params jsonb, headers jsonb, timeout_milliseconds integer, body jsonb
 net            | http_get                                         | url text, params jsonb, headers jsonb, timeout_milliseconds integer
 net            | http_post                                        | url text, body jsonb, params jsonb, headers jsonb, timeout_milliseconds integer
 net            | wait_until_running                               | 
 net            | wake                                             | 
 net            | worker_restart                                   | 
 pgbouncer      | get_auth                                         | p_usename text
 public         | admin_create_platform_invoice_and_send_for_order | p_order_id uuid
 public         | apply_coop_gains                                 | p_order_id uuid
 public         | approve_document                                 | p_doc_id uuid
 public         | billing_email_config_healthcheck                 | 
 public         | calc_ht_cents_from_ttc                           | p_ttc_cents integer, p_vat_rate numeric
 public         | calc_participant_amount_due_cents                | p_order_id uuid, p_participant_id uuid
 public         | calc_tva_cents_from_ttc                          | p_ttc_cents integer, p_vat_rate numeric
 public         | call_process_emails_sortants                     | 
 public         | can_view_order                                   | p_order_id uuid
 public         | check_lot_stock_unit                             | 
 public         | check_participant_slot_same_order                | 
 public         | close_orders_at_deadline                         | 
 public         | consume_coop_balance                             | p_profile_id uuid, p_order_id uuid, p_amount_cents integer
 public         | create_auto_invoice_for_pro_sharer               | p_order_id uuid
 public         | create_lock_close_package                        | p_order_id uuid, p_coop_cents integer
 public         | create_lock_close_package                        | p_order_id uuid, p_use_coop_balance boolean
 public         | create_notification                              | p_profile_id uuid, p_title text, p_message text, p_type text, p_event_key text, p_order_id uuid, p_data jsonb
 public         | create_platform_invoice_and_send_for_order       | p_order_id uuid
 public         | create_platform_invoice_for_order                | p_order_id uuid
 public         | dequeue_emails_sortants                          | p_limit integer
 public         | enforce_facture_ligne_coherence                  | 
 public         | enforce_order_status_transition                  | 
 public         | enforce_participant_self_update                  | 
 public         | enforce_single_lot_per_order_product             | 
 public         | ensure_order_code16                              | 
 public         | ensure_payment_fees                              | p_payment_id uuid
 public         | finalize_close_payment                           | p_payment_id uuid
 public         | finalize_order_pricing                           | p_order_id uuid
 public         | finalize_payment_simulation                      | p_payment_id uuid
 public         | gen_hex16                                        | 
 public         | generate_pickup_code8                            | 
 public         | get_producer_statement_sources                   | p_order_id uuid
 public         | is_order_owner                                   | p_order_id uuid
 public         | is_order_participant                             | p_order_id uuid
 public         | is_order_participant_accepted                    | p_order_id uuid
 public         | is_participant_role_for_payment                  | p_order_id uuid, p_participant_id uuid
 public         | issue_facture_client_from_payment                | p_payment_id uuid
 public         | issue_participant_invoice_with_coop              | p_order_id uuid, p_profile_id uuid, p_coop_cents integer
 public         | issue_sharer_invoice_after_lock                  | p_order_id uuid
 public         | legal_documents_after_write                      | 
 public         | legal_documents_before_write                     | 
 public         | list_all_sql_functions                           | 
 public         | log_order_status_change                          | 
 public         | moddatetime                                      | 
 public         | next_facture_numero_producteur                   | p_producer_profile_id uuid, p_serie text, p_issue_date date
 public         | notify_order_created_from_products               | 
 public         | notify_order_updates                             | 
 public         | order_products_summary                           | p_order_id uuid
 public         | prevent_lot_code_update                          | 
 public         | prevent_non_admin_fee_override                   | 
 public         | recompute_lot_price                              | p_lot_id uuid
 public         | recompute_order_caches                           | p_order_id uuid, p_participant_id uuid
 public         | reject_document                                  | p_doc_id uuid, p_reason text
 public         | set_avatar_updated_at                            | 
 public         | set_lot_code                                     | 
 public         | set_order_status                                 | p_order_id uuid, p_status text
 public         | set_pickup_code_on_accept                        | 
 public         | set_updated_at                                   | 
 public         | sync_legal_entities_public                       | 
 public         | tg_payments_consume_coop_on_paid                 | 
 public         | tg_payments_issue_invoice                        | 
 public         | tg_recompute_lot_price_del_stmt                  | 
 public         | tg_recompute_lot_price_ins_stmt                  | 
 public         | tg_recompute_lot_price_upd_stmt                  | 
 realtime       | apply_rls                                        | wal jsonb, max_record_bytes integer
 realtime       | broadcast_changes                                | topic_name text, event_name text, operation text, table_name text, table_schema text, new record, old record, level text
 realtime       | build_prepared_statement_sql                     | prepared_statement_name text, entity regclass, columns realtime.wal_column[]
 realtime       | cast                                             | val text, type_ regtype
 realtime       | check_equality_op                                | op realtime.equality_op, type_ regtype, val_1 text, val_2 text
 realtime       | is_visible_through_filters                       | columns realtime.wal_column[], filters realtime.user_defined_filter[]
 realtime       | list_changes                                     | publication name, slot_name name, max_changes integer, max_record_bytes integer
 realtime       | quote_wal2json                                   | entity regclass
 realtime       | send                                             | payload jsonb, event text, topic text, private boolean
 realtime       | subscription_check_filters                       | 
 realtime       | to_regrole                                       | role_name text
 realtime       | topic                                            | 
 storage        | can_insert_object                                | bucketid text, name text, owner uuid, metadata jsonb
 storage        | delete_leaf_prefixes                             | bucket_ids text[], names text[]
 storage        | enforce_bucket_name_length                       | 
 storage        | extension                                        | name text
 storage        | filename                                         | name text
 storage        | foldername                                       | name text
 storage        | get_common_prefix                                | p_key text, p_prefix text, p_delimiter text
 storage        | get_level                                        | name text
 storage        | get_prefix                                       | name text
 storage        | get_prefixes                                     | name text
 storage        | get_size_by_bucket                               | 
 storage        | list_multipart_uploads_with_delimiter            | bucket_id text, prefix_param text, delimiter_param text, max_keys integer, next_key_token text, next_upload_token text
 storage        | list_objects_with_delimiter                      | _bucket_id text, prefix_param text, delimiter_param text, max_keys integer, start_after text, next_token text, sort_order text
 storage        | operation                                        | 
 storage        | protect_delete                                   | 
 storage        | search                                           | prefix text, bucketname text, limits integer, levels integer, offsets integer, search text, sortcolumn text, sortorder text
 storage        | search_by_timestamp                              | p_prefix text, p_bucket_id text, p_limit integer, p_level integer, p_start_after text, p_sort_order text, p_sort_column text, p_sort_column_after text
 storage        | search_legacy_v1                                 | prefix text, bucketname text, limits integer, levels integer, offsets integer, search text, sortcolumn text, sortorder text
 storage        | search_v2                                        | prefix text, bucket_name text, limits integer, levels integer, start_after text, sort_order text, sort_column text, sort_column_after text
 storage        | update_updated_at_column                         | 
 vault          | _crypto_aead_det_decrypt                         | message bytea, additional bytea, key_id bigint, context bytea, nonce bytea
 vault          | _crypto_aead_det_encrypt                         | message bytea, additional bytea, key_id bigint, context bytea, nonce bytea
 vault          | _crypto_aead_det_noncegen                        | 
 vault          | create_secret                                    | new_secret text, new_name text, new_description text, new_key_id uuid
 vault          | update_secret                                    | secret_id uuid, new_secret text, new_name text, new_description text, new_key_id uuid
(187 lignes)

